url,length_url,nb_dots,nb_hyphens,nb_slash,nb_qm,nb_eq,nb_at,nb_digits,has_https,suspect_words,label
https://www.paypal.com/update/9236,34,2,0,1,1,1,0,2,1,1,0
https://www.ebay.com/verify/6712,27,0,1,5,1,0,1,4,1,1,0
https://www.paypal.com/update/9518,22,3,2,3,1,1,0,2,0,0,0
http://www.google.com/secure/5522,37,2,0,4,0,1,1,2,0,1,1
http://www.ebay.com/secure/3443,18,0,2,3,1,0,0,3,1,1,1
https://www.facebook.com/secure/1282,25,1,2,4,1,0,0,5,0,1,1
https://www.bank-secure.com/account/8782,28,2,1,1,1,0,1,6,0,1,1
https://www.ebay.com/secure/2183,21,1,1,3,1,0,0,2,1,0,1
https://www.facebook.com/login/6821,26,3,2,2,1,1,0,6,0,1,1
http://www.facebook.com/secure/7321,29,0,0,2,0,0,1,5,0,1,0
https://www.facebook.com/login/1319,17,3,1,3,1,0,0,6,1,1,0
https://www.paypal.com/update/5177,20,2,1,1,0,1,0,2,1,1,0
https://www.bank-secure.com/verify/6292,32,2,0,3,0,1,1,3,0,1,1
https://www.facebook.com/home/7479,18,1,2,1,0,0,0,2,0,1,1
https://www.amazon.com/home/7434,23,0,2,5,0,1,1,3,1,0,0
http://www.google.com/update/7128,24,0,1,1,1,1,0,6,1,1,0
http://www.amazon.com/update/6715,40,1,1,5,1,1,1,3,1,0,0
https://www.paypal.com/update/6757,34,3,2,5,1,0,1,4,0,0,1
https://www.paypal.com/update/7580,40,0,1,2,0,0,0,2,0,0,0
https://www.paypal.com/home/4520,26,0,0,4,0,1,0,2,1,0,0
https://www.amazon.com/account/1185,16,0,1,2,1,0,1,5,0,1,1
https://www.bank-secure.com/login/1455,40,0,1,1,1,0,1,3,0,1,0
https://www.amazon.com/update/8483,16,3,1,4,1,1,1,3,1,0,0
https://www.google.com/secure/7882,34,2,1,3,1,1,0,5,1,0,0
https://www.ebay.com/login/4183,26,0,2,4,0,0,1,2,0,1,1
https://www.facebook.com/account/5736,28,0,2,2,1,0,1,3,1,1,1
http://www.google.com/login/8172,20,3,0,2,0,0,0,6,1,0,0
http://www.facebook.com/home/7201,30,1,1,2,0,0,1,3,1,1,1
https://www.facebook.com/account/9948,35,3,1,4,0,1,1,4,0,0,1
http://www.amazon.com/home/2385,27,2,2,1,1,1,1,3,1,0,0
https://www.facebook.com/secure/4246,40,1,1,1,1,1,0,2,0,0,1
http://www.facebook.com/update/9443,35,3,0,4,0,1,1,5,1,0,1
http://www.paypal.com/verify/7181,30,2,0,5,0,0,0,3,0,0,1
https://www.bank-secure.com/login/3415,36,1,1,1,0,0,1,3,0,0,1
http://www.bank-secure.com/account/6795,24,1,1,5,1,0,1,4,0,1,0
https://www.facebook.com/verify/3611,22,1,2,5,0,0,1,3,0,0,0
http://www.facebook.com/update/1107,21,2,0,3,0,0,1,3,0,1,0
https://www.bank-secure.com/secure/6314,40,0,0,1,0,0,1,5,1,0,0
https://www.bank-secure.com/verify/6315,17,1,0,3,1,0,0,5,1,1,1
http://www.amazon.com/update/7812,15,1,0,2,0,0,0,2,0,1,1
https://www.amazon.com/secure/7660,19,2,0,4,1,0,0,3,1,1,0
http://www.ebay.com/login/8119,20,1,2,5,0,1,0,4,1,1,1
https://www.ebay.com/account/7322,40,2,0,3,0,1,1,4,0,0,0
https://www.facebook.com/secure/3549,24,2,0,1,1,1,0,3,1,1,0
https://www.bank-secure.com/update/9810,15,3,0,1,0,1,1,4,1,1,0
https://www.google.com/account/1150,21,1,1,4,0,1,0,2,0,0,1
http://www.google.com/login/9561,21,1,1,4,1,0,1,4,1,0,1
http://www.amazon.com/verify/5518,40,1,2,2,1,0,1,6,0,0,1
http://www.bank-secure.com/secure/5732,35,0,2,1,1,1,1,6,0,0,0
https://www.ebay.com/secure/8248,15,1,1,4,0,0,0,2,0,0,1
http://www.amazon.com/verify/5989,18,1,2,5,1,1,1,5,1,0,1
https://www.bank-secure.com/update/2473,32,0,2,4,0,1,0,6,1,1,0
https://www.amazon.com/verify/1638,21,1,1,1,0,1,1,5,1,0,0
http://www.paypal.com/update/6879,39,0,1,3,1,1,1,4,0,1,0
https://www.bank-secure.com/home/6368,37,3,1,1,1,0,1,5,1,0,0
http://www.amazon.com/update/8041,27,3,1,3,1,0,1,6,0,1,0
https://www.paypal.com/verify/2752,25,0,2,1,1,0,0,4,0,1,1
https://www.bank-secure.com/login/4032,33,1,0,4,0,1,1,4,0,1,1
https://www.bank-secure.com/account/7709,35,1,2,3,0,1,0,4,1,1,1
http://www.facebook.com/home/7209,31,0,1,5,1,0,0,5,1,1,1
http://www.paypal.com/secure/4492,19,0,0,1,1,1,0,2,1,0,1
https://www.paypal.com/login/1615,39,3,2,1,0,0,0,6,1,1,1
http://www.ebay.com/secure/6076,36,0,1,5,0,1,1,3,1,0,0
http://www.facebook.com/account/4652,23,3,0,3,1,1,0,4,0,0,0
https://www.paypal.com/update/4963,20,3,2,2,0,0,0,6,1,1,0
https://www.paypal.com/secure/9287,35,0,0,5,1,0,0,5,0,1,0
https://www.amazon.com/secure/8152,26,1,1,1,0,0,1,4,0,1,0
http://www.google.com/verify/4114,34,1,0,5,0,1,1,3,1,1,0
http://www.bank-secure.com/account/7784,37,0,2,3,1,1,0,6,1,1,1
https://www.amazon.com/login/8080,24,2,1,3,0,1,1,2,0,0,1
https://www.google.com/login/5523,28,0,1,2,1,1,0,5,0,0,0
http://www.facebook.com/home/7705,39,2,2,2,1,1,1,2,0,1,0
https://www.google.com/account/9358,22,3,1,5,0,1,1,3,1,0,1
http://www.google.com/secure/2404,32,3,0,5,0,0,1,5,0,1,0
https://www.paypal.com/update/1739,19,1,2,3,1,0,1,4,0,1,1
http://www.google.com/login/1587,16,2,1,2,0,0,1,5,0,0,1
https://www.amazon.com/update/8823,29,3,2,5,1,1,0,2,0,0,0
http://www.ebay.com/account/4337,29,0,1,3,1,0,1,6,0,0,1
http://www.amazon.com/account/1673,23,3,1,2,1,1,1,6,1,0,0
https://www.amazon.com/verify/8603,32,0,2,5,1,1,1,3,0,1,0
https://www.bank-secure.com/verify/4123,21,2,0,3,1,1,0,3,1,0,0
http://www.ebay.com/verify/9173,20,1,0,3,0,0,1,6,1,1,1
http://www.ebay.com/secure/8643,26,3,2,2,0,1,1,2,0,0,0
http://www.amazon.com/verify/6987,19,3,0,1,0,0,0,4,1,1,1
https://www.bank-secure.com/account/1021,24,2,1,4,0,1,0,6,1,1,0
https://www.bank-secure.com/update/4825,30,0,2,3,1,0,1,6,1,0,1
http://www.amazon.com/account/9594,15,3,1,4,0,1,1,6,1,1,1
http://www.paypal.com/account/8341,36,3,2,1,1,1,0,6,0,1,1
https://www.google.com/login/1984,33,2,0,3,1,1,1,5,0,0,1
http://www.facebook.com/secure/2502,34,2,0,2,1,0,0,2,1,1,0
http://www.facebook.com/home/6623,18,0,0,5,0,1,0,5,0,1,0
https://www.google.com/update/3704,18,3,0,4,1,1,1,5,1,0,1
https://www.bank-secure.com/verify/9683,39,0,1,1,0,1,1,5,0,0,1
http://www.ebay.com/secure/3603,28,0,2,2,1,0,1,3,0,0,1
http://www.facebook.com/update/1585,18,2,1,4,1,1,0,4,0,1,1
http://www.amazon.com/home/4159,16,2,2,1,0,0,0,6,0,1,1
http://www.paypal.com/home/6678,19,0,2,2,1,1,0,2,1,0,1
https://www.paypal.com/login/9906,24,3,2,4,0,1,1,5,0,1,1
https://www.facebook.com/account/3321,27,1,1,5,0,0,1,6,0,1,1
http://www.google.com/update/3355,20,2,1,5,1,1,0,4,1,0,0
https://www.ebay.com/home/8100,34,3,0,5,0,1,1,3,1,0,1
https://www.ebay.com/update/1062,17,3,2,4,0,0,0,4,1,1,1
http://www.ebay.com/verify/4479,30,3,1,4,0,1,0,4,1,1,0
https://www.bank-secure.com/secure/6129,32,3,1,3,0,1,0,6,1,0,0
https://www.facebook.com/secure/9479,38,0,1,2,0,1,0,2,0,0,1
http://www.ebay.com/account/5691,35,0,2,4,0,0,1,5,0,1,0
https://www.ebay.com/home/6498,30,0,1,1,1,1,1,2,1,0,1
http://www.ebay.com/login/3190,39,0,0,2,1,1,1,6,1,0,0
http://www.bank-secure.com/home/8465,17,0,0,3,0,0,1,2,0,1,1
https://www.google.com/login/5108,17,0,1,3,1,1,0,6,1,1,0
https://www.amazon.com/account/5116,29,1,0,2,0,0,0,2,1,1,1
https://www.amazon.com/update/1927,34,3,2,1,1,0,0,3,0,0,0
https://www.bank-secure.com/secure/8828,36,2,0,2,0,1,1,6,1,1,1
https://www.paypal.com/account/7305,23,2,2,5,0,0,0,3,0,1,1
https://www.facebook.com/verify/5079,19,0,1,2,1,1,0,4,0,0,1
http://www.facebook.com/verify/1373,35,0,2,2,1,1,0,6,1,1,1
http://www.google.com/verify/3012,38,2,2,5,1,0,1,3,1,1,1
http://www.google.com/login/2815,34,1,0,5,1,0,0,6,0,0,1
http://www.facebook.com/login/9107,25,0,1,1,1,1,0,4,0,0,0
http://www.paypal.com/verify/3831,33,1,1,4,0,0,0,6,1,1,0
http://www.facebook.com/verify/6547,16,2,0,2,0,0,1,4,1,1,0
http://www.ebay.com/secure/3882,40,2,1,2,0,0,0,2,0,0,0
https://www.bank-secure.com/secure/7515,40,3,1,1,0,0,1,6,1,0,1
http://www.ebay.com/home/1805,40,3,0,4,0,0,0,6,1,0,1
https://www.ebay.com/login/2402,20,2,0,3,1,1,1,4,1,0,0
http://www.bank-secure.com/home/6997,37,2,1,1,0,1,1,6,0,0,1
https://www.ebay.com/secure/5607,25,1,0,5,1,1,0,4,1,0,0
https://www.paypal.com/secure/8634,35,2,0,1,1,1,1,4,0,1,0
https://www.ebay.com/home/9137,32,1,0,3,0,0,1,4,1,1,1
http://www.amazon.com/verify/1725,20,1,2,5,0,0,1,5,0,1,1
http://www.amazon.com/secure/7702,23,0,0,1,0,1,0,5,0,1,1
http://www.ebay.com/secure/7513,16,1,2,4,1,0,0,5,1,1,0
http://www.ebay.com/home/4328,17,2,0,5,1,1,0,5,0,0,1
https://www.paypal.com/update/9256,20,0,2,1,0,1,0,5,0,0,0
http://www.amazon.com/home/6475,17,1,2,1,0,0,0,2,1,1,0
http://www.google.com/update/7526,39,0,1,3,0,1,1,3,0,1,1
http://www.facebook.com/login/7204,38,1,2,3,1,1,1,3,1,1,0
https://www.amazon.com/home/4446,18,2,1,2,1,0,0,3,1,0,0
http://www.facebook.com/home/3069,35,2,1,1,1,1,0,5,0,0,1
http://www.facebook.com/verify/5908,37,0,2,5,0,1,1,5,0,1,0
https://www.ebay.com/verify/6628,18,2,2,4,0,0,1,3,0,1,1
https://www.bank-secure.com/home/7459,25,2,2,5,0,0,1,5,0,1,1
http://www.ebay.com/account/2569,32,2,1,5,0,1,1,3,1,1,1
https://www.facebook.com/secure/3554,36,3,0,1,0,0,0,3,0,0,1
https://www.ebay.com/account/1063,40,2,2,2,0,0,1,4,0,0,1
http://www.amazon.com/login/1167,31,3,0,5,0,1,1,3,0,0,1
https://www.bank-secure.com/secure/6115,19,0,2,3,1,1,1,2,1,0,1
http://www.facebook.com/home/8052,16,1,1,4,0,0,1,4,0,1,0
https://www.bank-secure.com/account/9646,30,2,1,1,1,1,0,3,0,1,0
http://www.bank-secure.com/login/4446,19,1,1,3,0,1,1,3,1,0,1
https://www.bank-secure.com/update/4715,38,0,0,1,1,0,1,3,0,1,0
http://www.google.com/secure/2697,20,2,2,1,0,1,0,5,0,1,0
http://www.google.com/account/5309,30,0,1,2,0,0,1,3,1,0,1
http://www.bank-secure.com/home/9936,33,0,0,5,1,0,1,5,0,0,0
http://www.paypal.com/verify/9572,34,0,1,2,1,0,0,5,1,0,1
https://www.paypal.com/home/6455,23,0,0,4,1,0,0,4,1,0,0
https://www.ebay.com/login/2693,15,2,1,5,1,1,1,3,1,0,0
http://www.google.com/update/6962,37,1,2,1,0,1,0,5,1,0,0
https://www.paypal.com/update/5760,40,2,0,2,1,1,1,6,1,0,1
http://www.ebay.com/home/2896,16,3,2,1,1,1,1,4,1,1,1
http://www.google.com/login/6289,30,0,2,1,1,0,1,2,0,1,1
http://www.amazon.com/verify/9930,31,0,2,5,0,1,0,2,1,0,1
http://www.google.com/update/4498,29,2,1,4,1,0,0,4,1,0,0
https://www.facebook.com/secure/9829,28,0,0,4,0,0,0,6,0,1,1
http://www.google.com/home/4936,28,0,1,1,0,0,1,2,0,0,1
https://www.ebay.com/home/6816,38,3,1,3,0,1,0,2,0,1,1
http://www.amazon.com/account/7352,28,1,0,5,0,0,1,6,0,1,1
https://www.paypal.com/account/1372,23,2,1,3,1,1,0,4,1,0,1
https://www.amazon.com/home/8342,35,3,1,1,0,0,1,4,0,1,1
https://www.bank-secure.com/verify/2366,40,0,1,4,0,1,0,3,0,0,1
http://www.paypal.com/update/1240,20,1,0,4,1,0,1,4,0,0,1
http://www.amazon.com/verify/5958,19,0,0,3,1,0,1,4,0,1,0
http://www.amazon.com/secure/8554,23,3,1,2,1,1,1,2,1,0,0
http://www.google.com/secure/9026,40,1,1,4,1,0,0,6,1,0,0
http://www.facebook.com/secure/1774,25,0,2,2,0,1,1,6,0,1,0
https://www.ebay.com/secure/1535,15,2,1,2,0,0,1,6,0,0,0
http://www.amazon.com/login/3981,27,2,0,4,1,0,1,6,1,0,1
http://www.bank-secure.com/update/8056,33,3,0,4,0,1,1,6,1,0,1
http://www.google.com/secure/9704,25,2,1,3,0,0,0,3,0,1,0
http://www.google.com/update/6659,28,1,1,2,1,1,0,6,0,0,0
https://www.facebook.com/home/1651,32,1,0,2,1,1,1,3,0,0,0
https://www.paypal.com/login/3376,18,2,0,5,0,0,0,5,0,0,0
http://www.bank-secure.com/update/9027,18,3,1,2,0,0,1,5,1,0,1
https://www.google.com/home/1017,30,3,0,3,0,0,1,2,0,0,0
https://www.facebook.com/secure/6685,24,3,0,1,0,1,0,2,0,0,1
https://www.ebay.com/account/7690,38,2,1,3,1,1,1,5,0,0,1
http://www.facebook.com/verify/2031,17,0,0,1,0,1,0,4,0,1,0
http://www.ebay.com/secure/5263,29,2,0,1,0,0,1,6,1,0,1
https://www.facebook.com/home/9901,27,1,2,4,1,1,1,2,0,1,0
https://www.paypal.com/account/6495,22,2,1,5,1,1,0,6,0,0,1
https://www.paypal.com/home/4332,35,0,2,1,0,0,1,3,0,1,1
http://www.paypal.com/home/1229,32,3,0,4,1,1,1,6,0,1,1
http://www.ebay.com/home/5814,24,1,1,3,0,0,1,2,1,1,1
http://www.google.com/secure/1543,20,2,0,4,1,0,1,2,1,1,1
http://www.facebook.com/account/4143,38,0,1,4,0,0,0,2,1,0,1
https://www.ebay.com/verify/9748,29,3,2,1,0,1,1,5,0,1,0
https://www.amazon.com/update/8430,37,2,2,5,0,0,0,3,1,1,1
https://www.google.com/account/5014,16,3,0,5,0,1,0,6,0,0,0
https://www.ebay.com/login/6225,17,3,1,4,1,0,0,4,0,0,1
http://www.amazon.com/account/4474,24,1,0,3,0,1,1,6,0,0,0
http://www.amazon.com/home/6019,26,1,1,1,0,1,0,5,0,1,0
http://www.facebook.com/account/9690,25,2,2,3,1,1,0,6,1,1,1
http://www.bank-secure.com/account/2469,33,0,0,1,0,1,0,4,1,1,1
https://www.facebook.com/secure/9421,27,1,2,5,1,1,1,3,1,1,0
https://www.bank-secure.com/home/2849,35,1,0,1,0,1,1,5,0,0,1
https://www.amazon.com/verify/8515,30,0,1,1,1,0,1,2,1,0,0
https://www.paypal.com/verify/7172,28,2,2,4,0,0,1,6,1,1,0
https://www.paypal.com/login/3742,40,3,2,3,0,1,0,2,1,0,1
https://www.amazon.com/secure/5281,22,3,1,3,1,0,0,2,0,0,1
https://www.paypal.com/account/3168,25,0,0,1,1,1,0,3,0,1,0
https://www.bank-secure.com/verify/8102,15,0,0,3,1,1,0,4,1,1,1
http://www.paypal.com/verify/4174,37,0,1,2,0,0,0,5,1,1,1
https://www.ebay.com/verify/4640,34,2,2,4,0,1,0,3,0,0,1
https://www.amazon.com/secure/2084,32,0,2,3,1,0,1,5,0,1,0
https://www.facebook.com/update/1365,35,1,2,1,0,0,1,4,1,1,0
https://www.bank-secure.com/verify/6319,33,1,1,1,0,1,1,4,0,1,1
https://www.google.com/account/4922,31,3,0,1,0,1,1,5,0,0,0
http://www.ebay.com/login/4321,26,1,2,4,0,0,1,2,1,1,0
http://www.paypal.com/home/9698,28,2,1,4,1,1,0,5,1,0,0
http://www.facebook.com/verify/6001,33,0,2,4,0,1,1,3,1,1,0
https://www.amazon.com/verify/5193,21,0,1,1,1,0,0,4,1,0,1
http://www.ebay.com/login/5033,38,3,1,1,1,1,0,2,1,0,0
http://www.ebay.com/verify/1633,34,1,1,2,1,0,1,5,0,0,0
https://www.ebay.com/login/5947,37,0,2,1,0,1,0,2,1,0,0
https://www.google.com/login/6359,23,2,2,1,0,0,0,4,0,0,1
https://www.google.com/update/2201,30,1,1,3,0,1,0,2,0,1,1
https://www.paypal.com/verify/9062,25,3,2,3,1,1,0,4,0,0,1
https://www.google.com/login/8623,27,1,2,3,1,0,1,2,1,1,1
